timestamp,symbol,action,quantity,price,cash_after
2026-03-13T20:18:41.468785+00:00,SSO,SELL,351,53.880001068115234,18911.90
2026-03-13T20:18:41.468785+00:00,SHY,BUY,229,82.55000305175781,7.95
