timestamp,symbol,action,quantity,price,cash_after
2026-03-18T20:22:41.844548+00:00,SSO,SELL,344,53.7400016784668,18515.12
2026-03-18T20:22:41.844548+00:00,SHY,BUY,224,82.51000213623047,32.88
