timestamp,symbol,action,quantity,price,cash_after
2026-03-16T20:24:27.197357+00:00,SHY,SELL,229,82.6500015258789,18934.80
2026-03-16T20:24:27.197357+00:00,SSO,BUY,344,54.959999084472656,28.56
